time_ms,speed_rpm
1666,0.00
1676,0.00
1686,0.00
1696,0.00
1707,0.00
1717,0.00
1727,0.00
1737,0.00
1747,0.00
1757,0.00
1767,0.00
1777,0.00
1787,0.00
1797,0.00
1807,0.00
1817,0.00
1827,0.00
1837,0.00
1847,0.00
1857,0.00
1867,0.00
1878,0.00
1888,0.00
1898,0.00
1908,0.00
1918,0.00
1928,0.00
1938,17.14
1948,0.00
1958,0.00
1968,0.00
1978,0.00
1988,0.00
1998,0.00
2008,0.00
2018,0.00
2028,0.00
2038,0.00
2048,0.00
2058,0.00
2068,0.00
2078,0.00
2088,-17.14
2098,0.00
2108,0.00
2118,0.00
2128,0.00
2138,0.00
2148,0.00
2158,0.00
2168,0.00
2178,0.00
2188,0.00
2198,0.00
2208,0.00
2219,0.00
2229,0.00
2239,0.00
2249,0.00
2259,0.00
2269,0.00
2279,0.00
2289,0.00
2299,0.00
2309,0.00
2319,0.00
2329,0.00
2339,0.00
2349,0.00
2359,0.00
2369,0.00
2379,17.14
2390,0.00
2400,0.00
2410,0.00
2420,0.00
2430,0.00
2440,0.00
2450,0.00
2460,0.00
2470,0.00
2480,0.00
2490,0.00
2500,0.00
2510,0.00
2520,0.00
2530,0.00
2540,0.00
2550,0.00
2560,0.00
2570,0.00
2580,0.00
2590,0.00
2600,0.00
2610,0.00
2620,0.00
2630,0.00
2640,0.00
2650,0.00
2660,0.00
2670,0.00
2680,0.00
2690,17.14
2700,0.00
2710,0.00
2720,0.00
2731,0.00
2741,0.00
2751,0.00
2761,0.00
2771,0.00
2781,0.00
2791,0.00
2801,0.00
2811,0.00
2821,0.00
2831,0.00
2841,0.00
2851,0.00
2861,0.00
2871,0.00
2881,0.00
2891,0.00
2902,0.00
2912,0.00
2922,0.00
2932,0.00
2942,0.00
2952,0.00
2962,0.00
2972,0.00
2982,0.00
2992,0.00
3002,0.00
3012,0.00
3022,0.00
3032,17.14
3042,0.00
3052,0.00
3062,0.00
3072,0.00
3082,0.00
3092,0.00
3102,0.00
3112,0.00
3122,0.00
3132,0.00
3142,0.00
3152,0.00
3162,0.00
3172,0.00
3182,0.00
3192,0.00
3202,0.00
3212,0.00
3222,0.00
3232,0.00
3243,0.00
3253,0.00
3263,0.00
3273,0.00
3283,17.14
3293,0.00
3303,0.00
3313,0.00
3323,0.00
3333,0.00
3343,0.00
3353,0.00
3363,0.00
3373,0.00
3383,0.00
3393,0.00
3403,0.00
3414,0.00
3424,0.00
3434,0.00
3444,0.00
3454,0.00
3464,0.00
3474,0.00
3484,0.00
3494,0.00
3504,0.00
3514,0.00
3524,0.00
3534,0.00
3544,0.00
3554,0.00
3564,0.00
3574,0.00
3584,0.00
3594,0.00
3604,0.00
3614,0.00
3624,0.00
3634,0.00
3644,0.00
3654,0.00
3664,0.00
3674,0.00
3684,0.00
3694,0.00
3704,0.00
3714,0.00
3724,0.00
3734,0.00
3744,0.00
3755,0.00
3765,0.00
3775,0.00
3785,0.00
3795,0.00
3805,0.00
3815,0.00
3825,0.00
3835,0.00
3845,0.00
3855,0.00
3865,0.00
3875,0.00
3885,0.00
3895,0.00
3905,0.00
3915,0.00
3926,0.00
3936,0.00
3946,0.00
3956,0.00
3966,0.00
3976,0.00
3986,0.00
3996,0.00
4006,0.00
4016,0.00
4026,17.14
4036,0.00
4046,0.00
4056,0.00
4066,0.00
4076,0.00
4086,0.00
4096,0.00
4106,0.00
4116,0.00
4126,0.00
4136,0.00
4146,0.00
4156,0.00
4166,0.00
4176,0.00
4186,0.00
4196,0.00
4206,0.00
4216,0.00
4226,0.00
4236,0.00
4246,0.00
4256,0.00
4267,0.00
4277,0.00
4287,0.00
4297,0.00
4307,0.00
4317,0.00
4327,0.00
4337,17.14
4347,0.00
4357,0.00
4367,0.00
4377,0.00
4387,0.00
4397,0.00
4407,0.00
4417,0.00
4427,0.00
4438,0.00
4448,0.00
4458,0.00
4468,0.00
4478,0.00
4488,0.00
4498,0.00
4508,0.00
4518,0.00
4528,0.00
4538,0.00
4548,0.00
4558,0.00
4568,0.00
4578,0.00
4588,0.00
4598,0.00
4608,0.00
4618,0.00
4628,0.00
4638,0.00
4648,0.00
4658,0.00
4668,0.00
4678,0.00
4688,0.00
4698,0.00
4708,0.00
4718,0.00
4728,0.00
4738,0.00
4748,0.00
4758,0.00
4768,0.00
4779,0.00
4789,0.00
4799,0.00
4809,0.00
4819,0.00
4829,0.00
4839,0.00
4849,0.00
4859,0.00
4869,0.00
4879,0.00
4889,0.00
4899,0.00
4909,0.00
4919,0.00
4929,0.00
4939,0.00
4950,0.00
4960,0.00
4970,0.00
4980,0.00
4990,0.00
5000,0.00
5010,0.00
5020,0.00
5030,0.00
5040,0.00
5050,0.00
5060,0.00
5070,0.00
5080,0.00
5090,0.00
5100,0.00
5110,0.00
5120,0.00
5130,0.00
5140,0.00
5150,0.00
5160,0.00
5170,0.00
5180,0.00
5190,0.00
5200,0.00
5210,0.00
5220,0.00
5230,0.00
5240,0.00
5250,0.00
5260,0.00
5270,0.00
5280,0.00
5291,0.00
5301,0.00
5311,0.00
5321,0.00
5331,0.00
5341,0.00
5351,0.00
5361,0.00
5371,0.00
5381,0.00
5391,0.00
5401,0.00
5411,0.00
5421,0.00
5431,0.00
5441,0.00
5451,0.00
5462,0.00
5472,0.00
5482,0.00
5492,0.00
5502,0.00
5512,0.00
5522,0.00
5532,0.00
5542,0.00
5552,0.00
5562,0.00
5572,0.00
5582,0.00
5592,0.00
5602,0.00
5612,0.00
5622,0.00
5632,0.00
5642,0.00
5652,0.00
5662,0.00
5672,0.00
5682,0.00
5692,0.00
5702,0.00
5712,0.00
5722,0.00
5732,0.00
5742,0.00
5752,0.00
5762,0.00
5772,0.00
5782,0.00
5792,0.00
5803,0.00
5813,0.00
5823,0.00
5833,0.00
5843,0.00
5853,0.00
5863,0.00
5873,0.00
5883,0.00
5893,0.00
5903,0.00
5913,0.00
5923,0.00
5933,0.00
5943,0.00
5953,0.00
5963,0.00
5974,0.00
5984,0.00
5994,0.00
6004,0.00
6014,0.00
6024,0.00
6034,17.14
6044,68.57
6054,137.14
6064,154.29
6074,222.86
6084,240.00
6094,257.14
6104,240.00
6114,291.43
6124,308.57
6134,308.57
6144,291.43
6154,325.71
6164,325.71
6174,325.71
6184,342.86
6194,308.57
6204,325.71
6214,342.86
6224,342.86
6234,308.57
6244,342.86
6254,325.71
6264,342.86
6274,308.57
6284,342.86
6294,342.86
6304,325.71
6315,342.86
6325,342.86
6335,342.86
6345,342.86
6355,342.86
6365,308.57
6375,342.86
6385,342.86
6395,342.86
6405,325.71
6415,342.86
6425,342.86
6435,342.86
6445,308.57
6455,342.86
6465,342.86
6475,342.86
6486,342.86
6496,342.86
6506,342.86
6516,342.86
6526,342.86
6536,308.57
6546,342.86
6556,342.86
6566,342.86
6576,308.57
6586,342.86
6596,325.71
6606,342.86
6616,325.71
6626,342.86
6636,360.00
6646,342.86
6656,308.57
6666,360.00
6676,342.86
6686,360.00
6696,342.86
6706,325.71
6716,342.86
6726,342.86
6736,342.86
6746,308.57
6756,342.86
6766,360.00
6776,342.86
6786,325.71
6796,342.86
6806,342.86
6816,342.86
6827,360.00
6837,342.86
6847,360.00
6857,342.86
6867,360.00
6877,325.71
6887,342.86
6897,342.86
6907,360.00
6917,308.57
6927,360.00
6937,342.86
6947,342.86
6957,308.57
6967,342.86
6977,342.86
6987,342.86
6998,342.86
7008,342.86
7018,342.86
7028,342.86
7038,360.00
7048,308.57
7058,342.86
7068,342.86
7078,342.86
7088,308.57
7098,342.86
7108,342.86
7118,377.14
7128,308.57
7138,342.86
7148,342.86
7158,342.86
7168,308.57
7178,342.86
7188,342.86
7198,360.00
7208,342.86
7218,308.57
7228,342.86
7238,342.86
7248,342.86
7258,325.71
7268,342.86
7278,342.86
7288,342.86
7298,308.57
7308,342.86
7318,342.86
7328,360.00
7339,342.86
7349,360.00
7359,342.86
7369,342.86
7379,342.86
7389,308.57
7399,342.86
7409,360.00
7419,342.86
7429,308.57
7439,342.86
7449,360.00
7459,342.86
7469,308.57
7479,342.86
7489,342.86
7499,342.86
7510,342.86
7520,342.86
7530,342.86
7540,342.86
7550,360.00
7560,325.71
7570,360.00
7580,342.86
7590,360.00
7600,308.57
7610,342.86
7620,342.86
7630,342.86
7640,308.57
7650,360.00
7660,360.00
7670,360.00
7680,325.71
7690,342.86
7700,360.00
7710,342.86
7720,360.00
7730,325.71
7740,342.86
7750,377.14
7760,342.86
7770,325.71
7780,360.00
7790,360.00
7800,342.86
7810,308.57
7820,342.86
7830,342.86
7840,342.86
7851,360.00
7861,342.86
7871,360.00
7881,342.86
7891,360.00
7901,308.57
7911,360.00
7921,360.00
7931,342.86
7941,308.57
7951,342.86
7961,342.86
7971,342.86
7981,308.57
7991,360.00
8001,360.00
8011,360.00
8022,342.86
8032,360.00
8042,360.00
8052,342.86
8062,342.86
8072,308.57
8082,342.86
8092,360.00
8102,342.86
8112,308.57
8122,360.00
8132,342.86
8142,342.86
8152,308.57
8162,360.00
8172,342.86
8182,360.00
8192,308.57
8202,360.00
8212,360.00
8222,360.00
8232,360.00
8242,342.86
8252,360.00
8262,342.86
8272,360.00
8282,308.57
8292,342.86
8302,342.86
8312,360.00
8322,308.57
8332,360.00
8342,360.00
8352,360.00
8363,377.14
8373,394.29
8383,342.86
8393,377.14
8403,360.00
8413,308.57
8423,360.00
8433,377.14
8443,342.86
8453,325.71
8463,360.00
8473,360.00
8483,377.14
8493,342.86
8503,377.14
8513,360.00
8523,377.14
8534,342.86
8544,360.00
8554,360.00
8564,360.00
8574,342.86
8584,325.71
8594,377.14
8604,342.86
8614,377.14
8624,325.71
8634,342.86
8644,394.29
8654,360.00
8664,325.71
8674,360.00
8684,360.00
8694,342.86
8704,308.57
8714,360.00
8724,360.00
8734,360.00
8744,377.14
8754,325.71
8764,360.00
8774,342.86
8784,360.00
8794,325.71
8804,377.14
8814,342.86
8824,342.86
8834,325.71
8844,360.00
8854,342.86
8864,360.00
8875,342.86
8885,342.86
8895,342.86
8905,360.00
8915,360.00
8925,325.71
8935,360.00
8945,360.00
8955,360.00
8965,342.86
8975,342.86
8985,360.00
8995,342.86
9005,308.57
9015,342.86
9025,342.86
9035,325.71
9046,342.86
9056,342.86
9066,360.00
9076,342.86
9086,342.86
9096,308.57
9106,360.00
9116,342.86
9126,342.86
9136,308.57
9146,342.86
9156,325.71
9166,360.00
9176,308.57
9186,360.00
9196,325.71
9206,342.86
9216,308.57
9226,342.86
9236,360.00
9246,342.86
9256,360.00
9266,291.43
9276,342.86
9286,342.86
9296,325.71
9306,308.57
9316,325.71
9326,342.86
9336,325.71
9346,308.57
9356,325.71
9366,342.86
9376,342.86
9387,360.00
9397,342.86
9407,342.86
9417,342.86
9427,325.71
9437,308.57
9447,325.71
9457,325.71
9467,342.86
9477,308.57
9487,377.14
9497,360.00
9507,360.00
9517,308.57
9527,325.71
9537,342.86
9547,325.71
9558,342.86
9568,342.86
9578,360.00
9588,342.86
9598,342.86
9608,308.57
9618,342.86
9628,342.86
9638,325.71
9648,308.57
9658,325.71
9668,342.86
9678,325.71
9688,325.71
9698,342.86
9708,342.86
9718,325.71
9728,308.57
9738,342.86
9748,325.71
9758,342.86
9768,342.86
9778,291.43
9788,325.71
9798,342.86
9808,325.71
9818,308.57
9828,342.86
9838,342.86
9848,325.71
9858,308.57
9868,342.86
9878,325.71
9888,342.86
9899,325.71
9909,325.71
9919,342.86
9929,325.71
9939,325.71
9949,291.43
9959,342.86
9969,342.86
9979,342.86
9989,308.57
9999,342.86
10009,325.71
10019,325.71
10029,308.57
10039,342.86
10049,325.71
10059,342.86
10070,342.86
10080,325.71
10090,342.86
10100,325.71
10110,325.71
10120,308.57
10130,342.86
10140,325.71
10150,325.71
10160,308.57
10170,325.71
10180,325.71
10190,342.86
10200,291.43
10210,342.86
10220,342.86
10230,342.86
10240,291.43
10250,342.86
10260,325.71
10270,342.86
10280,360.00
10290,325.71
10300,360.00
10310,325.71
10320,342.86
10330,291.43
10340,325.71
10350,342.86
10360,325.71
10370,291.43
10380,342.86
10390,325.71
10400,342.86
10411,342.86
10421,342.86
10431,342.86
10441,342.86
10451,342.86
10461,308.57
10471,325.71
10481,342.86
10491,342.86
10501,291.43
10511,342.86
10521,342.86
10531,342.86
10541,308.57
10551,342.86
10561,325.71
10571,325.71
10582,342.86
10592,342.86
10602,342.86
10612,342.86
10622,342.86
10632,308.57
10642,342.86
10652,342.86
10662,342.86
10672,308.57
10682,342.86
10692,342.86
10702,342.86
10712,308.57
10722,342.86
10732,342.86
10742,342.86
10752,325.71
10762,342.86
10772,377.14
10782,342.86
10792,308.57
10802,274.29
10812,274.29
10822,274.29
10832,257.14
10842,205.71
10852,222.86
10862,222.86
10872,188.57
10882,171.43
10892,188.57
10902,171.43
10912,154.29
10923,154.29
10933,137.14
10943,137.14
10953,120.00
10963,120.00
10973,102.86
10983,120.00
10993,102.86
11003,85.71
11013,85.71
11023,102.86
11033,85.71
11043,68.57
11053,85.71
11063,68.57
11073,68.57
11083,68.57
11094,51.43
11104,51.43
11114,51.43
11124,51.43
11134,51.43
11144,34.29
11154,34.29
11164,17.14
11174,34.29
11184,17.14
11194,17.14
11204,17.14
11214,17.14
11224,0.00
11234,0.00
11244,0.00
11254,0.00
11264,0.00
11274,0.00
11284,0.00
11294,0.00
11304,0.00
11314,0.00
11324,0.00
11334,0.00
11344,0.00
11354,0.00
11364,0.00
11374,0.00
11384,0.00
11394,0.00
11404,0.00
11414,0.00
11424,0.00
11435,0.00
11445,0.00
11455,0.00
11465,0.00
11475,0.00
11485,0.00
11495,0.00
11505,0.00
11515,0.00
11525,0.00
11535,0.00
11545,0.00
11555,0.00
11565,0.00
11575,0.00
11585,0.00
11595,0.00
11606,0.00
11616,0.00
11626,0.00
11636,0.00
11646,0.00
11656,0.00
11666,0.00
11676,0.00
11686,0.00
11696,0.00
11706,0.00
11716,0.00
11726,0.00
11736,0.00
11746,0.00
11756,0.00
11766,0.00
11776,0.00
11786,0.00
11796,0.00
11806,0.00
11816,0.00
11826,0.00
11836,0.00
11846,0.00
11856,0.00
11866,0.00
11876,0.00
11886,0.00
11896,0.00
11906,0.00
11916,0.00
11926,0.00
11936,0.00
11947,0.00
11957,0.00
11967,17.14
11977,0.00
11987,0.00
11997,0.00
12007,0.00
12017,0.00
12027,0.00
12037,0.00
12047,0.00
12057,0.00
12067,0.00
12077,0.00
12087,0.00
12097,0.00
12107,0.00
12118,0.00
12128,0.00
12138,0.00
12148,0.00
12158,0.00
12168,0.00
12178,0.00
12188,0.00
12198,0.00
12208,0.00
12218,0.00
12228,0.00
12238,0.00
12248,0.00
12258,0.00
12268,0.00
12278,0.00
12288,0.00
12298,0.00
12308,0.00
12318,0.00
12328,0.00
12338,0.00
12348,0.00
12358,0.00
12368,0.00
12378,0.00
12388,0.00
12398,0.00
12408,0.00
12418,0.00
12428,0.00
12438,0.00
12448,0.00
12459,0.00
12469,0.00
12479,0.00
12489,0.00
12499,0.00
12509,0.00
12519,0.00
12529,0.00
12539,0.00
12549,0.00
12559,0.00
12569,0.00
12579,0.00
12589,0.00
12599,0.00
12609,0.00
12619,0.00
12630,0.00
12640,0.00
12650,0.00
12660,0.00
12670,0.00
12680,0.00
12690,0.00
12700,0.00
12710,0.00
12720,0.00
12730,0.00
12740,0.00
12750,0.00
12760,0.00
12770,0.00
12780,0.00
12790,0.00
12800,0.00
12810,0.00
12820,0.00
12830,0.00
12840,0.00
12850,0.00
12860,0.00
12870,0.00
12880,0.00
12890,0.00
12900,0.00
12910,0.00
12920,0.00
12930,0.00
12940,0.00
